child,relation,parent
GO:0090407,is_a,GO:1901576
GO:0002886,regulates,GO:0002444
GO:0002886,is_a,GO:0002703
GO:0022891,is_a,GO:0022857
GO:0022891,is_a,GO:0022892
GO:0022890,is_a,GO:0008324
GO:0022892,is_a,GO:0005215
GO:0042268,regulates,GO:0019835
GO:0042268,is_a,GO:0050794
GO:0071804,is_a,GO:0006813
GO:0071804,is_a,GO:0009987
GO:0022898,regulates,GO:0022857
GO:0022898,is_a,GO:0032409
GO:0022898,is_a,GO:0034762
GO:0050896,is_a,GO:0008150
GO:0006898,is_a,GO:0006897
GO:0046390,is_a,GO:1901137
GO:0046390,is_a,GO:0090407
GO:0046390,is_a,GO:0019693
GO:0090066,is_a,GO:0065008
GO:0051338,regulates,GO:0016740
GO:0051338,is_a,GO:0050790
GO:0003990,is_a,GO:0004104
GO:0002694,is_a,GO:0050865
GO:0002694,regulates,GO:0045321
GO:0002694,is_a,GO:0002682
GO:0002697,is_a,GO:0002682
GO:0002697,regulates,GO:0002252
GO:0002696,positively_regulates,GO:0045321
GO:0002696,is_a,GO:0050867
GO:0002696,is_a,GO:0002684
GO:0002696,is_a,GO:0002694
GO:2000145,regulates,GO:0048870
GO:2000145,is_a,GO:0051270
GO:2000145,is_a,GO:0040012
GO:2000147,is_a,GO:0051272
GO:2000147,is_a,GO:2000145
GO:2000147,is_a,GO:0040017
GO:2000147,positively_regulates,GO:0048870
GO:0046983,is_a,GO:0005515
GO:0042832,is_a,GO:0001562
GO:0042832,is_a,GO:0098542
GO:0002699,is_a,GO:0002684
GO:0002699,is_a,GO:0002697
GO:0002699,positively_regulates,GO:0002252
GO:0010562,is_a,GO:0051174
GO:0010562,is_a,GO:0031325
GO:0010562,positively_regulates,GO:0006793
GO:0032414,positively_regulates,GO:0015075
GO:0032414,is_a,GO:0034767
GO:0032414,is_a,GO:0032411
GO:0032414,is_a,GO:0032412
GO:0030547,part_of,GO:2000272
GO:0030547,negatively_regulates,GO:0004872
GO:0030547,is_a,GO:0030545
GO:0032102,is_a,GO:0048585
GO:0032102,negatively_regulates,GO:0009605
GO:0032102,is_a,GO:0032101
GO:0032103,is_a,GO:0048584
GO:0032103,positively_regulates,GO:0009605
GO:0032103,is_a,GO:0032101
GO:0070271,is_a,GO:0044085
GO:0051246,regulates,GO:0019538
GO:0051246,is_a,GO:0060255
GO:0051246,is_a,GO:0080090
GO:0051246,is_a,GO:0051171
GO:0051649,is_a,GO:0051234
GO:0051649,part_of,GO:0051641
GO:0009311,is_a,GO:0005975
GO:0016798,is_a,GO:0016787
GO:0051247,positively_regulates,GO:0019538
GO:0051247,is_a,GO:0051246
GO:0051247,is_a,GO:0010604
GO:0051247,is_a,GO:0051173
GO:0044364,is_a,GO:0035821
GO:0007045,is_a,GO:0034333
GO:0007045,is_a,GO:0007044
GO:0007044,is_a,GO:0034329
GO:0004859,negatively_regulates,GO:0004620
GO:0004859,is_a,GO:0055102
GO:1903530,regulates,GO:0032940
GO:1903530,is_a,GO:0051046
GO:1903530,is_a,GO:0050794
GO:0070887,is_a,GO:0042221
GO:0070887,is_a,GO:0051716
GO:1903532,positively_regulates,GO:0032940
GO:1903532,is_a,GO:0048522
GO:1903532,is_a,GO:1903530
GO:1903532,is_a,GO:0051047
GO:0050820,is_a,GO:0051240
GO:0050820,positively_regulates,GO:0050817
GO:0050820,is_a,GO:0050818
GO:0004857,negatively_regulates,GO:0003824
GO:0004857,is_a,GO:0030234
GO:0004857,part_of,GO:0043086
GO:0009259,is_a,GO:0009117
GO:0009259,is_a,GO:0019693
GO:0007049,is_a,GO:0009987
GO:0016491,is_a,GO:0003824
GO:0016491,part_of,GO:0055114
GO:0051248,negatively_regulates,GO:0019538
GO:0051248,is_a,GO:0051246
GO:0051248,is_a,GO:0010605
GO:0051248,is_a,GO:0051172
GO:0030548,is_a,GO:0099602
GO:0030548,regulates,GO:0015464
GO:0004528,is_a,GO:0004527
GO:0004528,is_a,GO:0008081
GO:0044057,is_a,GO:0051239
GO:0044057,regulates,GO:0003008
GO:0071805,is_a,GO:0098662
GO:0071805,is_a,GO:0071804
GO:0030545,is_a,GO:0098772
GO:0030545,part_of,GO:0010469
GO:0030545,regulates,GO:0004872
GO:0004527,is_a,GO:0004518
GO:0051241,is_a,GO:0048519
GO:0051241,negatively_regulates,GO:0032501
GO:0051241,is_a,GO:0051239
GO:0001944,is_a,GO:0048731
GO:0001944,part_of,GO:0072358
GO:0004520,is_a,GO:0004536
GO:0004520,is_a,GO:0004519
GO:0051179,is_a,GO:0008150
GO:0002027,is_a,GO:0065008
GO:0002027,is_a,GO:0008016
GO:0032409,regulates,GO:0005215
GO:0032409,is_a,GO:0065009
GO:0032409,is_a,GO:0051049
GO:0031399,is_a,GO:0032268
GO:0031399,regulates,GO:0006464
GO:0051641,is_a,GO:0051179
GO:1903034,is_a,GO:0080134
GO:1903034,regulates,GO:0009611
GO:1903035,is_a,GO:0048585
GO:1903035,is_a,GO:1903034
GO:1903035,negatively_regulates,GO:0009611
GO:0002028,is_a,GO:0010959
GO:0002028,regulates,GO:0006814
GO:0010765,is_a,GO:0043270
GO:0010765,is_a,GO:0002028
GO:0010765,positively_regulates,GO:0006814
GO:0016126,is_a,GO:0016125
GO:0016126,is_a,GO:0006694
GO:0016126,is_a,GO:1901617
GO:0016125,is_a,GO:0008202
GO:0016125,is_a,GO:1901615
GO:0044398,is_a,GO:0035738
GO:0051272,is_a,GO:0051270
GO:0051272,positively_regulates,GO:0006928
GO:0051272,is_a,GO:0048522
GO:0008200,negatively_regulates,GO:0005216
GO:0008200,is_a,GO:0016248
GO:0008200,is_a,GO:0099106
GO:0005215,part_of,GO:0006810
GO:0005215,is_a,GO:0003674
GO:0005216,is_a,GO:0015075
GO:0005216,is_a,GO:0022838
GO:0043270,positively_regulates,GO:0006811
GO:0043270,is_a,GO:0043269
GO:0043270,is_a,GO:0051050
GO:0043271,negatively_regulates,GO:0006811
GO:0043271,is_a,GO:0043269
GO:0043271,is_a,GO:0051051
GO:0051270,is_a,GO:0032879
GO:0051270,regulates,GO:0006928
GO:0051270,is_a,GO:0050794
GO:0009405,is_a,GO:0044419
GO:0070838,is_a,GO:0072511
GO:0070838,is_a,GO:0030001
GO:0040017,positively_regulates,GO:0040011
GO:0040017,is_a,GO:0048518
GO:0040017,is_a,GO:0040012
GO:0044562,is_a,GO:0044559
GO:1901137,is_a,GO:1901576
GO:1901137,is_a,GO:1901135
GO:0030804,positively_regulates,GO:0009190
GO:0030804,is_a,GO:0030801
GO:0030804,is_a,GO:0030810
GO:0030804,is_a,GO:0030802
GO:1904064,is_a,GO:0034767
GO:1904064,is_a,GO:1904062
GO:1904064,positively_regulates,GO:0098655
GO:0044485,is_a,GO:0044536
GO:1904062,is_a,GO:0034765
GO:1904062,regulates,GO:0098655
GO:0030802,is_a,GO:0030799
GO:0030802,regulates,GO:0009190
GO:0030802,is_a,GO:0030808
GO:0035809,is_a,GO:0003014
GO:0035809,is_a,GO:0050878
GO:1903036,is_a,GO:0048584
GO:1903036,is_a,GO:1903034
GO:1903036,positively_regulates,GO:0009611
GO:0005515,is_a,GO:0005488
GO:0048731,is_a,GO:0048856
GO:0048731,part_of,GO:0007275
GO:0005102,is_a,GO:0005515
GO:0035806,is_a,GO:0030193
GO:0035806,is_a,GO:0035821
GO:0035807,is_a,GO:0035806
GO:0035807,is_a,GO:0030194
GO:0004177,is_a,GO:0008238
GO:0004175,is_a,GO:0070011
GO:0043302,is_a,GO:0043300
GO:0043302,is_a,GO:1903307
GO:0043302,positively_regulates,GO:0043299
GO:0043302,is_a,GO:0002699
GO:0050865,regulates,GO:0001775
GO:0050865,is_a,GO:0050794
GO:0034332,is_a,GO:0045216
GO:0050867,is_a,GO:0050865
GO:0050867,positively_regulates,GO:0001775
GO:0050867,is_a,GO:0048522
GO:0050866,is_a,GO:0050865
GO:0050866,negatively_regulates,GO:0001775
GO:0050866,is_a,GO:0048523
GO:0030247,is_a,GO:0030246
GO:0030247,is_a,GO:0001871
GO:0030246,is_a,GO:0005488
GO:0061754,is_a,GO:0044537
GO:0008047,positively_regulates,GO:0003824
GO:0008047,is_a,GO:0030234
GO:0008047,part_of,GO:0043085
GO:0048041,part_of,GO:0007160
GO:0048041,is_a,GO:0007045
GO:0072521,is_a,GO:1901564
GO:0072521,is_a,GO:0034641
GO:0072521,is_a,GO:0006725
GO:0072521,is_a,GO:1901360
GO:0072521,is_a,GO:0046483
GO:0072522,is_a,GO:0044271
GO:0072522,is_a,GO:1901566
GO:0072522,is_a,GO:0072521
GO:0072522,is_a,GO:0019438
GO:0072522,is_a,GO:1901362
GO:0072522,is_a,GO:0018130
GO:0001525,part_of,GO:0048514
GO:0001525,is_a,GO:0048646
GO:1903963,is_a,GO:0071715
GO:1903963,is_a,GO:0015909
GO:0006066,is_a,GO:0044281
GO:0006066,is_a,GO:1901615
GO:0000746,is_a,GO:0044764
GO:0045216,is_a,GO:0034330
GO:0097755,is_a,GO:0097746
GO:0044477,is_a,GO:0044365
GO:0019870,negatively_regulates,GO:0005267
GO:0019870,is_a,GO:0008200
GO:0019870,is_a,GO:0015459
GO:0044475,is_a,GO:0044474
GO:0044474,is_a,GO:0044473
GO:0044473,is_a,GO:0044472
GO:0006796,is_a,GO:0006793
GO:0004185,is_a,GO:0070008
GO:0004185,is_a,GO:0004180
GO:0035725,is_a,GO:0098662
GO:0035725,is_a,GO:0006814
GO:2000021,regulates,GO:0050801
GO:2000021,is_a,GO:0032844
GO:0097659,is_a,GO:0032774
GO:0016248,is_a,GO:0016247
GO:0016248,negatively_regulates,GO:0015267
GO:0016247,is_a,GO:0098772
GO:0016247,regulates,GO:0015267
GO:0004771,is_a,GO:0016298
GO:0004771,is_a,GO:0052689
GO:0045933,is_a,GO:0051240
GO:0045933,positively_regulates,GO:0006936
GO:0045933,is_a,GO:0006937
GO:0045932,is_a,GO:0051241
GO:0045932,negatively_regulates,GO:0006936
GO:0045932,is_a,GO:0006937
GO:0045935,is_a,GO:0019219
GO:0045935,positively_regulates,GO:0006139
GO:0045935,is_a,GO:0031325
GO:0045935,is_a,GO:0051173
GO:0045937,positively_regulates,GO:0006796
GO:0045937,is_a,GO:0019220
GO:0045937,is_a,GO:0010562
GO:0052547,is_a,GO:0051336
GO:0052547,regulates,GO:0008233
GO:0052547,is_a,GO:0030162
GO:0052548,regulates,GO:0004175
GO:0052548,is_a,GO:0052547
GO:0010811,is_a,GO:0010810
GO:0010811,positively_regulates,GO:0031589
GO:0010811,is_a,GO:0045785
GO:0061135,part_of,GO:0052548
GO:0061135,regulates,GO:0004175
GO:0061135,is_a,GO:0061134
GO:0061134,regulates,GO:0008233
GO:0061134,is_a,GO:0030234
GO:0061134,part_of,GO:0052547
GO:0030430,is_a,GO:0033646
GO:0007268,is_a,GO:0098916
GO:0007267,is_a,GO:0007154
GO:0007267,is_a,GO:0023052
GO:0035296,is_a,GO:0035150
GO:0008613,is_a,GO:0005179
GO:0002279,is_a,GO:0002275
GO:0002279,part_of,GO:0006955
GO:0002279,is_a,GO:0045576
GO:0008610,is_a,GO:1901576
GO:0008610,is_a,GO:0006629
GO:0032411,positively_regulates,GO:0005215
GO:0032411,is_a,GO:0032409
GO:0032411,is_a,GO:0044093
GO:0032411,is_a,GO:0051050
GO:0044238,is_a,GO:0008152
GO:0005975,is_a,GO:0044238
GO:0005975,is_a,GO:0071704
GO:0051883,is_a,GO:0051818
GO:0051883,is_a,GO:0031640
GO:0009620,is_a,GO:0051707
GO:0044237,is_a,GO:0009987
GO:0044237,is_a,GO:0008152
GO:0051920,is_a,GO:0016209
GO:0051920,is_a,GO:0016684
GO:0043299,is_a,GO:0002252
GO:0043299,is_a,GO:0045055
GO:0006259,is_a,GO:0090304
GO:0006259,is_a,GO:0044260
GO:0044403,is_a,GO:0044419
GO:0008291,is_a,GO:0097164
GO:0008291,is_a,GO:0042133
GO:0008291,is_a,GO:1900619
GO:0051348,negatively_regulates,GO:0016740
GO:0051348,is_a,GO:0043086
GO:0051348,is_a,GO:0051338
GO:0032388,is_a,GO:0032386
GO:0032388,positively_regulates,GO:0046907
GO:0032388,is_a,GO:0051050
GO:0065008,is_a,GO:0065007
GO:0019222,is_a,GO:0050789
GO:0019222,regulates,GO:0008152
GO:0050679,is_a,GO:0008284
GO:0050679,is_a,GO:0050678
GO:0050679,positively_regulates,GO:0050673
GO:0032386,is_a,GO:0051049
GO:0032386,regulates,GO:0046907
GO:0032386,is_a,GO:0060341
GO:0048584,is_a,GO:0048518
GO:0048584,positively_regulates,GO:0050896
GO:0048584,is_a,GO:0048583
GO:0048583,regulates,GO:0050896
GO:0048583,is_a,GO:0050789
GO:0019229,regulates,GO:0042310
GO:0019229,is_a,GO:1903522
GO:0019229,is_a,GO:0097746
GO:0042629,is_a,GO:0005764
GO:0060089,is_a,GO:0003674
GO:0072359,is_a,GO:0048731
GO:0072358,is_a,GO:0048731
GO:0072358,part_of,GO:0072359
GO:0045987,positively_regulates,GO:0006939
GO:0045987,is_a,GO:0045933
GO:0045987,is_a,GO:0006940
GO:1901362,is_a,GO:1901576
GO:1901362,is_a,GO:1901360
GO:0045981,is_a,GO:0006140
GO:0045981,positively_regulates,GO:0009117
GO:0045981,is_a,GO:0045937
GO:0045981,is_a,GO:0045935
GO:0030054,is_a,GO:0005575
GO:1901361,is_a,GO:1901575
GO:1901361,is_a,GO:1901360
GO:0015085,is_a,GO:0046873
GO:0015085,part_of,GO:0070588
GO:0015085,is_a,GO:0072509
GO:0007218,is_a,GO:0007186
GO:0015081,is_a,GO:0015077
GO:0015081,is_a,GO:0046873
GO:0015081,part_of,GO:0035725
GO:0009968,is_a,GO:0009966
GO:0009968,is_a,GO:0023057
GO:0009968,is_a,GO:0048585
GO:0009968,negatively_regulates,GO:0007165
GO:0009968,is_a,GO:0010648
GO:0009966,is_a,GO:0010646
GO:0009966,is_a,GO:0048583
GO:0009966,regulates,GO:0007165
GO:0009966,is_a,GO:0023051
GO:0048869,is_a,GO:0032502
GO:0048869,is_a,GO:0009987
GO:0071840,is_a,GO:0008150
GO:0034110,regulates,GO:0034109
GO:0034110,is_a,GO:0022407
GO:0043656,is_a,GO:0033643
GO:0045919,positively_regulates,GO:0019835
GO:0045919,is_a,GO:0042268
GO:0045919,is_a,GO:0048522
GO:0043655,part_of,GO:0018995
GO:0043655,is_a,GO:0044217
GO:0043655,is_a,GO:0044421
GO:0019058,is_a,GO:0016032
GO:0051817,part_of,GO:0044403
GO:0051817,is_a,GO:0035821
GO:0055086,is_a,GO:0006139
GO:0055086,is_a,GO:0044281
GO:0048518,positively_regulates,GO:0008150
GO:0048518,is_a,GO:0050789
GO:0070008,is_a,GO:0008238
GO:0070008,is_a,GO:0008236
GO:0046873,is_a,GO:0022890
GO:0046873,part_of,GO:0030001
GO:0051818,is_a,GO:0051817
GO:0051818,is_a,GO:0044364
GO:0042127,regulates,GO:0008283
GO:0042127,is_a,GO:0050794
GO:1902307,is_a,GO:1902305
GO:1902307,positively_regulates,GO:0035725
GO:1902307,is_a,GO:1904064
GO:1902307,is_a,GO:0010765
GO:0001938,positively_regulates,GO:0001935
GO:0001938,is_a,GO:0050679
GO:0001938,is_a,GO:0001936
GO:0015718,is_a,GO:0046942
GO:1901888,is_a,GO:0044087
GO:1901888,regulates,GO:0034329
GO:1901888,is_a,GO:0051128
GO:0015711,is_a,GO:0006820
GO:0015711,is_a,GO:0071702
GO:1990748,is_a,GO:0009987
GO:1990748,is_a,GO:0098754
GO:0055114,is_a,GO:0008152
GO:0030808,is_a,GO:0006140
GO:0030808,regulates,GO:0009165
GO:0030808,is_a,GO:0031326
GO:0032259,is_a,GO:0008152
GO:1901564,is_a,GO:0071704
GO:1901564,is_a,GO:0006807
GO:0016192,is_a,GO:0006810
GO:1901566,is_a,GO:1901576
GO:1901566,is_a,GO:1901564
GO:0045576,is_a,GO:0002274
GO:0050731,is_a,GO:0050730
GO:0050731,is_a,GO:0001934
GO:0050731,positively_regulates,GO:0018108
GO:0050730,is_a,GO:0001932
GO:0050730,regulates,GO:0018108
GO:0002275,is_a,GO:0002274
GO:0002275,is_a,GO:0002366
GO:0002274,is_a,GO:0045321
GO:0016052,is_a,GO:1901575
GO:0016052,is_a,GO:0005975
GO:0003012,is_a,GO:0003008
GO:0050900,is_a,GO:0002376
GO:0050900,is_a,GO:0016477
GO:0002376,is_a,GO:0008150
GO:0004555,is_a,GO:0015927
GO:0004556,is_a,GO:0016160
GO:0098916,is_a,GO:0099537
GO:0016755,is_a,GO:0016746
GO:0004551,is_a,GO:0016462
GO:0033006,is_a,GO:0033003
GO:0033006,is_a,GO:0002699
GO:0033006,is_a,GO:0050776
GO:0033006,regulates,GO:0002279
GO:0004553,is_a,GO:0016798
GO:0033008,positively_regulates,GO:0002279
GO:0033008,is_a,GO:0050778
GO:0033008,is_a,GO:0033006
GO:0033008,is_a,GO:0033005
GO:0018130,is_a,GO:0044249
GO:0018130,is_a,GO:0046483
GO:1901135,is_a,GO:0071704
GO:0003015,is_a,GO:0003013
GO:0033673,is_a,GO:0051348
GO:0033673,is_a,GO:0042326
GO:0033673,is_a,GO:0043549
GO:0033673,negatively_regulates,GO:0016301
GO:0042391,is_a,GO:0065008
GO:0022607,part_of,GO:0044085
GO:0022607,is_a,GO:0016043
GO:0099106,is_a,GO:0016247
GO:0099106,regulates,GO:0005216
GO:0099106,regulates,GO:0015267
GO:0030801,is_a,GO:0030799
GO:0030801,positively_regulates,GO:0009187
GO:0030801,is_a,GO:0045981
GO:0004622,is_a,GO:0004620
GO:0004622,is_a,GO:0052689
GO:0044472,is_a,GO:0044560
GO:0006928,is_a,GO:0009987
GO:0051893,regulates,GO:0048041
GO:0051893,is_a,GO:1903391
GO:0051893,is_a,GO:0001952
GO:0051893,is_a,GO:0090109
GO:0043229,is_a,GO:0044424
GO:0043229,is_a,GO:0043226
GO:0043229,part_of,GO:0005622
GO:0051674,is_a,GO:0051179
GO:0005623,is_a,GO:0005575
GO:0003676,is_a,GO:0097159
GO:0003676,is_a,GO:1901363
GO:0003677,is_a,GO:0003676
GO:0016889,is_a,GO:0004520
GO:0016889,is_a,GO:0016894
GO:0008168,is_a,GO:0016741
GO:0008168,part_of,GO:0032259
GO:0005622,is_a,GO:0044464
GO:0042981,is_a,GO:0043067
GO:0042981,regulates,GO:0006915
GO:0043226,is_a,GO:0005575
GO:0097756,is_a,GO:0097746
GO:0019835,is_a,GO:0009987
GO:0019834,negatively_regulates,GO:0004623
GO:0019834,is_a,GO:0004859
GO:0019836,is_a,GO:0001897
GO:0019836,is_a,GO:0052331
GO:0043933,is_a,GO:0016043
GO:0019887,part_of,GO:0045859
GO:0019887,is_a,GO:0019207
GO:0019887,regulates,GO:0004672
GO:0019838,is_a,GO:0005515
GO:0090109,regulates,GO:0007044
GO:0090109,is_a,GO:1901888
GO:1900046,regulates,GO:0007599
GO:1900046,is_a,GO:0050789
GO:1900046,is_a,GO:0050878
GO:0071715,is_a,GO:1901571
GO:0071715,is_a,GO:0046942
GO:0005520,is_a,GO:0019838
GO:0016477,is_a,GO:0048870
GO:1900048,is_a,GO:0048518
GO:1900048,is_a,GO:1900046
GO:1900048,positively_regulates,GO:0007599
GO:0048646,is_a,GO:0032502
GO:0048646,part_of,GO:0009653
GO:0005516,is_a,GO:0005515
GO:0035150,is_a,GO:0090066
GO:0006810,is_a,GO:0051234
GO:0015909,is_a,GO:0015908
GO:0015908,is_a,GO:0015718
GO:0015908,is_a,GO:0006869
GO:0006813,is_a,GO:0030001
GO:0006813,is_a,GO:0015672
GO:0006812,is_a,GO:0006811
GO:0006811,is_a,GO:0006810
GO:0016301,part_of,GO:0016310
GO:0016301,is_a,GO:0016772
GO:0006816,is_a,GO:0070838
GO:0046700,is_a,GO:0044248
GO:0046700,is_a,GO:0046483
GO:0006952,is_a,GO:0006950
GO:0003824,is_a,GO:0003674
GO:0043900,is_a,GO:0050789
GO:0043900,regulates,GO:0051704
GO:0050817,is_a,GO:0032501
GO:0006956,is_a,GO:0002252
GO:0006956,is_a,GO:0006959
GO:0006956,is_a,GO:0002253
GO:0006956,is_a,GO:0072376
GO:0006954,is_a,GO:0006952
GO:0006955,is_a,GO:0002376
GO:0006955,is_a,GO:0050896
GO:0034654,is_a,GO:0006139
GO:0034654,is_a,GO:0018130
GO:0034654,is_a,GO:0044271
GO:0034654,is_a,GO:1901362
GO:0034654,is_a,GO:0019438
GO:0034655,is_a,GO:0019439
GO:0034655,is_a,GO:0006139
GO:0034655,is_a,GO:0046700
GO:0034655,is_a,GO:0044270
GO:0034655,is_a,GO:1901361
GO:0006814,is_a,GO:0030001
GO:0006814,is_a,GO:0015672
GO:0050818,regulates,GO:0050817
GO:0050818,is_a,GO:0051239
GO:0050819,is_a,GO:0051241
GO:0050819,is_a,GO:0050818
GO:0050819,negatively_regulates,GO:0050817
GO:0006182,is_a,GO:0046068
GO:0006182,is_a,GO:0009152
GO:0006182,is_a,GO:0052652
GO:0048019,is_a,GO:0005102
GO:0048019,is_a,GO:0030547
GO:0048019,part_of,GO:1900116
GO:0046903,is_a,GO:0006810
GO:0044271,is_a,GO:0044249
GO:0044271,is_a,GO:0034641
GO:0051607,is_a,GO:0009615
GO:0051607,is_a,GO:0098542
GO:0051607,is_a,GO:0002252
GO:0046907,is_a,GO:0006810
GO:0046907,is_a,GO:0051649
GO:0046907,is_a,GO:0051641
GO:0012501,is_a,GO:0008219
GO:0097159,is_a,GO:0005488
GO:0080134,regulates,GO:0006950
GO:0080134,is_a,GO:0048583
GO:0031401,is_a,GO:0032270
GO:0031401,positively_regulates,GO:0006464
GO:0031401,is_a,GO:0031399
GO:0044279,is_a,GO:0044217
GO:0006950,is_a,GO:0050896
GO:0034109,is_a,GO:0098609
GO:0044444,part_of,GO:0005737
GO:0044444,is_a,GO:0044424
GO:0009615,is_a,GO:0051707
GO:0004601,is_a,GO:0016209
GO:0004601,is_a,GO:0016684
GO:0099536,is_a,GO:0007267
GO:0099537,is_a,GO:0099536
GO:0016020,is_a,GO:0005575
GO:0000323,is_a,GO:0005773
GO:0032774,is_a,GO:0016070
GO:0032774,is_a,GO:0034654
GO:0032774,is_a,GO:0009059
GO:0030155,regulates,GO:0007155
GO:0030155,is_a,GO:0050789
GO:0030154,is_a,GO:0048869
GO:0005996,is_a,GO:0005975
GO:0005996,is_a,GO:0044281
GO:0042578,is_a,GO:0016788
GO:0008238,is_a,GO:0070011
GO:0060047,part_of,GO:0008015
GO:0060047,is_a,GO:0003015
GO:0010563,is_a,GO:0051174
GO:0010563,is_a,GO:0031324
GO:0010563,negatively_regulates,GO:0006793
GO:1905150,is_a,GO:0042391
GO:1905150,regulates,GO:0005248
GO:1905150,is_a,GO:2001257
GO:1905150,is_a,GO:2000649
GO:1905152,positively_regulates,GO:0005248
GO:1905152,is_a,GO:2000651
GO:1905152,is_a,GO:1905150
GO:1905152,is_a,GO:2001259
GO:0030001,is_a,GO:0006812
GO:0008233,part_of,GO:0006508
GO:0008233,is_a,GO:0016787
GO:0008234,is_a,GO:0070011
GO:0008237,is_a,GO:0070011
GO:0008236,is_a,GO:0070011
GO:0008236,is_a,GO:0017171
GO:0005737,is_a,GO:0044424
GO:0043169,is_a,GO:0043167
GO:0006959,is_a,GO:0006955
GO:0005984,is_a,GO:0044262
GO:0005984,is_a,GO:0009311
GO:0043167,is_a,GO:0005488
GO:0034333,is_a,GO:0034332
GO:0034333,is_a,GO:0034329
GO:0032270,positively_regulates,GO:0044267
GO:0032270,is_a,GO:0031325
GO:0032270,is_a,GO:0032268
