child,relation,parent
GO:0032270,is_a,GO:0051247
GO:0006508,is_a,GO:0019538
GO:0051918,is_a,GO:0051917
GO:0051918,negatively_regulates,GO:0042730
GO:0051918,is_a,GO:0030194
GO:0051918,is_a,GO:0032103
GO:0051918,is_a,GO:0048519
GO:0017157,regulates,GO:0006887
GO:0017157,is_a,GO:1903530
GO:0017157,is_a,GO:0060627
GO:0032502,is_a,GO:0008150
GO:0006644,is_a,GO:0019637
GO:0006644,is_a,GO:0044255
GO:0006644,is_a,GO:0006796
GO:0034330,is_a,GO:0016043
GO:0015459,regulates,GO:0005267
GO:0015459,is_a,GO:0099106
GO:0009987,is_a,GO:0008150
GO:0006725,is_a,GO:0044237
GO:0060627,is_a,GO:0051049
GO:0060627,regulates,GO:0016192
GO:0060627,is_a,GO:0050794
GO:0004860,is_a,GO:0019210
GO:0004860,negatively_regulates,GO:0004672
GO:0004860,part_of,GO:0006469
GO:0004860,negatively_regulates,GO:0004713
GO:0004860,is_a,GO:0019887
GO:0090330,is_a,GO:0034110
GO:0090330,is_a,GO:0010543
GO:0090330,regulates,GO:0070527
GO:0032870,is_a,GO:0071495
GO:0032870,is_a,GO:0009725
GO:0032870,is_a,GO:0071310
GO:0004866,part_of,GO:0010951
GO:0004866,is_a,GO:0061135
GO:0004866,negatively_regulates,GO:0004175
GO:0004866,is_a,GO:0030414
GO:0004867,negatively_regulates,GO:0004252
GO:0004867,is_a,GO:0004866
GO:0030799,is_a,GO:0006140
GO:0030799,regulates,GO:0009187
GO:0004869,negatively_regulates,GO:0008234
GO:0004869,is_a,GO:0004866
GO:0032879,regulates,GO:0051179
GO:0032879,is_a,GO:0050789
GO:0044270,is_a,GO:0044248
GO:0044270,is_a,GO:0034641
GO:0050776,is_a,GO:0002682
GO:0050776,is_a,GO:0048583
GO:0050776,regulates,GO:0006955
GO:0005184,is_a,GO:0005179
GO:0005185,is_a,GO:0005184
GO:0004518,part_of,GO:0090305
GO:0004518,is_a,GO:0016788
GO:0004519,is_a,GO:0004518
GO:0042310,is_a,GO:0097756
GO:0001954,positively_regulates,GO:0007160
GO:0001954,is_a,GO:0010811
GO:0001954,is_a,GO:0001952
GO:0050778,is_a,GO:0002684
GO:0050778,is_a,GO:0048584
GO:0050778,is_a,GO:0050776
GO:0050778,positively_regulates,GO:0006955
GO:0003254,is_a,GO:0042391
GO:0003254,regulates,GO:0051899
GO:0003254,is_a,GO:2000021
GO:0003254,is_a,GO:0050794
GO:0050673,is_a,GO:0008283
GO:0022832,part_of,GO:0051049
GO:0022832,is_a,GO:0022836
GO:0022836,is_a,GO:0015267
GO:0006006,is_a,GO:0019318
GO:0022838,is_a,GO:0022891
GO:0022838,is_a,GO:0015267
GO:0031400,is_a,GO:0032269
GO:0031400,negatively_regulates,GO:0006464
GO:0031400,is_a,GO:0031399
GO:0045202,is_a,GO:0005575
GO:0009187,is_a,GO:0009117
GO:0001935,is_a,GO:0050673
GO:0043267,negatively_regulates,GO:0006813
GO:0043267,is_a,GO:0043266
GO:0043267,is_a,GO:0043271
GO:0043266,regulates,GO:0006813
GO:0043266,is_a,GO:0010959
GO:0043269,is_a,GO:0051049
GO:0043269,regulates,GO:0006811
GO:0010941,regulates,GO:0008219
GO:0010941,is_a,GO:0050794
GO:0006936,is_a,GO:0003012
GO:0006937,is_a,GO:0090257
GO:0006937,regulates,GO:0006936
GO:0032101,is_a,GO:0048583
GO:0032101,regulates,GO:0009605
GO:0004465,is_a,GO:0004806
GO:0071310,is_a,GO:0010033
GO:0071310,is_a,GO:0070887
GO:0071702,is_a,GO:0006810
GO:0035810,is_a,GO:0035809
GO:0050660,is_a,GO:0043168
GO:0050660,is_a,GO:0050662
GO:0050660,is_a,GO:0000166
GO:0016209,part_of,GO:0098869
GO:0016209,is_a,GO:0003674
GO:0006694,is_a,GO:1901362
GO:0006694,is_a,GO:0008202
GO:0006694,is_a,GO:0008610
GO:0030335,is_a,GO:0030334
GO:0030335,positively_regulates,GO:0016477
GO:0030335,is_a,GO:2000147
GO:0030334,regulates,GO:0016477
GO:0030334,is_a,GO:2000145
GO:0007589,is_a,GO:0046903
GO:0007589,is_a,GO:0050878
GO:0033643,is_a,GO:0044217
GO:0033643,part_of,GO:0043657
GO:0030234,regulates,GO:0003824
GO:0030234,is_a,GO:0098772
GO:0030234,part_of,GO:0050790
GO:0006915,is_a,GO:0012501
GO:0033646,is_a,GO:0033643
GO:0033646,part_of,GO:0043656
GO:0033644,is_a,GO:0033643
GO:0033644,is_a,GO:0044218
GO:0051174,is_a,GO:0031323
GO:0051174,regulates,GO:0006793
GO:0034220,is_a,GO:0006811
GO:0034220,is_a,GO:0055085
GO:0009058,is_a,GO:0008152
GO:0009059,is_a,GO:1901576
GO:0009059,is_a,GO:0043170
GO:0009117,is_a,GO:0006753
GO:0051171,regulates,GO:0006807
GO:0051171,is_a,GO:0019222
GO:0051172,negatively_regulates,GO:0006807
GO:0051172,is_a,GO:0009892
GO:0051172,is_a,GO:0051171
GO:0051173,positively_regulates,GO:0006807
GO:0051173,is_a,GO:0009893
GO:0051173,is_a,GO:0051171
GO:0000771,is_a,GO:0098610
GO:0000771,part_of,GO:0000746
GO:0009056,is_a,GO:0008152
GO:0009057,is_a,GO:1901575
GO:0009057,is_a,GO:0043170
GO:0051640,is_a,GO:0051641
GO:0046942,is_a,GO:0015849
GO:0046942,is_a,GO:0015711
GO:0008970,is_a,GO:0004620
GO:0008970,is_a,GO:0052689
GO:0044483,is_a,GO:0035738
GO:0044481,is_a,GO:0035738
GO:0044487,is_a,GO:0035738
GO:0044484,is_a,GO:0044483
GO:0097746,is_a,GO:0035296
GO:0097746,is_a,GO:0050880
GO:0097747,is_a,GO:0016779
GO:2000272,is_a,GO:0010469
GO:2000272,negatively_regulates,GO:0004872
GO:2000272,is_a,GO:0044092
GO:0044478,is_a,GO:0044469
GO:0044478,is_a,GO:0044365
GO:0043657,part_of,GO:0018995
GO:0043657,is_a,GO:0044216
GO:1901617,is_a,GO:1901576
GO:1901617,is_a,GO:1901615
GO:0071495,is_a,GO:0009719
GO:0044564,is_a,GO:0044562
GO:0004888,is_a,GO:0038023
GO:0004888,part_of,GO:0007165
GO:0004888,is_a,GO:0099600
GO:0043549,is_a,GO:0042325
GO:0043549,regulates,GO:0016301
GO:0043549,is_a,GO:0051338
GO:0044561,is_a,GO:0044359
GO:0044560,is_a,GO:0035738
GO:0044476,is_a,GO:0044474
GO:0016504,positively_regulates,GO:0008233
GO:0016504,part_of,GO:0010952
GO:0016504,is_a,GO:0008047
GO:0016504,is_a,GO:0061134
GO:1901615,is_a,GO:0071704
GO:0016641,is_a,GO:0016638
GO:0004180,is_a,GO:0008238
GO:0050688,regulates,GO:0051607
GO:0050688,is_a,GO:0032101
GO:0050688,is_a,GO:0002831
GO:0050688,is_a,GO:0002697
GO:0050688,is_a,GO:0043900
GO:0050688,is_a,GO:0031347
GO:0006695,is_a,GO:0016126
GO:0006695,is_a,GO:1902653
GO:0006695,is_a,GO:0008203
GO:0001172,is_a,GO:0097659
GO:0006820,is_a,GO:0006811
GO:0050920,is_a,GO:0040012
GO:0050920,regulates,GO:0006935
GO:0050920,is_a,GO:0032101
GO:0050921,is_a,GO:0050920
GO:0050921,positively_regulates,GO:0006935
GO:0050921,is_a,GO:0040017
GO:0050921,is_a,GO:0032103
GO:0034764,positively_regulates,GO:0055085
GO:0034764,is_a,GO:0034762
GO:0034764,is_a,GO:0051050
GO:0034765,regulates,GO:0034220
GO:0034765,is_a,GO:0043269
GO:0034765,is_a,GO:0034762
GO:0034767,is_a,GO:0034764
GO:0034767,positively_regulates,GO:0034220
GO:0034767,is_a,GO:0043270
GO:0034767,is_a,GO:0034765
GO:0034762,is_a,GO:0051049
GO:0034762,regulates,GO:0055085
GO:0051894,is_a,GO:0051893
GO:0051894,is_a,GO:1901890
GO:0051894,is_a,GO:0001954
GO:0051894,is_a,GO:1903393
GO:0051894,positively_regulates,GO:0048041
GO:0009755,part_of,GO:0032870
GO:0009755,is_a,GO:0007165
GO:0018199,is_a,GO:0018193
GO:0010604,is_a,GO:0060255
GO:0010604,is_a,GO:0009893
GO:0010604,positively_regulates,GO:0043170
GO:0042330,is_a,GO:0040011
GO:0042330,part_of,GO:0009605
GO:0098740,is_a,GO:0007155
GO:0098740,is_a,GO:0051704
GO:0009617,is_a,GO:0051707
GO:0009611,is_a,GO:0006950
GO:0018193,is_a,GO:0006464
GO:0044419,is_a,GO:0051704
GO:0071704,is_a,GO:0008152
GO:0010466,negatively_regulates,GO:0008233
GO:0010466,is_a,GO:0045861
GO:0010466,is_a,GO:0051346
GO:0010466,is_a,GO:0052547
GO:0045834,is_a,GO:0009893
GO:0045834,positively_regulates,GO:0006629
GO:0045834,is_a,GO:0019216
GO:0004536,part_of,GO:0006259
GO:0004536,is_a,GO:0004518
GO:0005576,is_a,GO:0005575
GO:0060255,is_a,GO:0019222
GO:0060255,regulates,GO:0043170
GO:0004672,is_a,GO:0016773
GO:0004672,part_of,GO:0006468
GO:0004672,is_a,GO:0016301
GO:0030162,regulates,GO:0006508
GO:0030162,is_a,GO:0051246
GO:0072376,is_a,GO:0019538
GO:0072376,is_a,GO:0050896
GO:0010876,is_a,GO:0033036
GO:0030168,is_a,GO:0001775
GO:0030168,part_of,GO:0007596
GO:0043231,is_a,GO:0043229
GO:0043231,is_a,GO:0043227
GO:0018995,is_a,GO:0044215
GO:0048870,is_a,GO:0040011
GO:0048870,part_of,GO:0051674
GO:0048870,is_a,GO:0006928
GO:0097367,is_a,GO:0005488
GO:0070588,is_a,GO:0006816
GO:0070588,is_a,GO:0098662
GO:0048878,is_a,GO:0042592
GO:0006163,is_a,GO:0072521
GO:0006163,is_a,GO:0009117
GO:0044260,is_a,GO:0044237
GO:0044260,is_a,GO:0043170
GO:0006164,is_a,GO:0006163
GO:0006164,is_a,GO:0072522
GO:0006164,is_a,GO:0009165
GO:0030193,is_a,GO:0061041
GO:0030193,regulates,GO:0007596
GO:0030193,is_a,GO:0050818
GO:0030193,is_a,GO:1900046
GO:0030193,is_a,GO:0032101
GO:0019438,is_a,GO:0044249
GO:0019438,is_a,GO:0006725
GO:0032309,is_a,GO:0071715
GO:0032309,is_a,GO:0046717
GO:0030195,is_a,GO:0030193
GO:0030195,negatively_regulates,GO:0007596
GO:0030195,is_a,GO:0050819
GO:0030195,is_a,GO:0061045
GO:0030195,is_a,GO:1900047
GO:0030194,is_a,GO:0030193
GO:0030194,is_a,GO:0050820
GO:0030194,positively_regulates,GO:0007596
GO:0030194,is_a,GO:1900048
GO:0030194,is_a,GO:0090303
GO:0005126,is_a,GO:0005102
GO:0098610,is_a,GO:0098609
GO:0098610,is_a,GO:0098740
GO:0005125,is_a,GO:0005102
GO:0015464,is_a,GO:0004888
GO:0015464,is_a,GO:0030594
GO:0032940,is_a,GO:0046903
GO:0032940,is_a,GO:0009987
GO:0042742,is_a,GO:0009617
GO:0042742,is_a,GO:0098542
GO:0052739,is_a,GO:0004620
GO:0052739,is_a,GO:0052689
GO:0055102,is_a,GO:0004857
GO:0055102,negatively_regulates,GO:0016298
GO:0007186,is_a,GO:0007165
GO:1901576,is_a,GO:0071704
GO:1901576,is_a,GO:0009058
GO:1901575,is_a,GO:0071704
GO:1901575,is_a,GO:0009056
GO:0016049,is_a,GO:0009987
GO:0016049,is_a,GO:0040007
GO:1901571,is_a,GO:0071702
GO:0045936,negatively_regulates,GO:0006796
GO:0045936,is_a,GO:0010563
GO:0045936,is_a,GO:0019220
GO:0002254,is_a,GO:0002526
GO:0002254,is_a,GO:0072376
GO:0016043,is_a,GO:0009987
GO:0016043,is_a,GO:0071840
GO:0016042,is_a,GO:1901575
GO:0016042,is_a,GO:0006629
GO:0065003,is_a,GO:0043933
GO:0065003,is_a,GO:0022607
GO:0010810,regulates,GO:0031589
GO:0010810,is_a,GO:0030155
GO:0010544,is_a,GO:0050866
GO:0010544,negatively_regulates,GO:0030168
GO:0010544,is_a,GO:0010543
GO:0010544,is_a,GO:0030195
GO:0002366,is_a,GO:0045321
GO:0002366,is_a,GO:0002263
GO:0002366,part_of,GO:0006955
GO:0065007,is_a,GO:0008150
GO:0010543,is_a,GO:0050865
GO:0010543,is_a,GO:0030193
GO:0010543,regulates,GO:0030168
GO:2000649,is_a,GO:1902305
GO:2000649,regulates,GO:0015081
GO:2000649,is_a,GO:0032412
GO:0019233,is_a,GO:0007600
GO:0022803,is_a,GO:0022857
GO:0065009,regulates,GO:0003674
GO:0065009,is_a,GO:0065007
GO:0016684,is_a,GO:0016491
GO:0051130,is_a,GO:0051128
GO:0051130,positively_regulates,GO:0016043
GO:0051130,is_a,GO:0048522
GO:0043168,is_a,GO:0043167
GO:0006139,is_a,GO:0044238
GO:0006139,is_a,GO:0034641
GO:0006139,is_a,GO:0006725
GO:0006139,is_a,GO:1901360
GO:0006139,is_a,GO:0046483
GO:0008015,is_a,GO:0003013
GO:0008016,regulates,GO:0060047
GO:0008016,is_a,GO:1903522
GO:0009152,is_a,GO:0009260
GO:0009152,is_a,GO:0009150
GO:0009152,is_a,GO:0006164
GO:0042060,is_a,GO:0009611
GO:0009150,is_a,GO:0006163
GO:0009150,is_a,GO:0009259
GO:0019439,is_a,GO:0044248
GO:0019439,is_a,GO:0006725
GO:0050880,part_of,GO:0008015
GO:0050880,is_a,GO:0003018
GO:0050880,is_a,GO:0035150
GO:0043393,is_a,GO:0051098
GO:0043393,regulates,GO:0005515
GO:0044498,is_a,GO:0035738
GO:0008152,is_a,GO:0008150
GO:0043254,is_a,GO:0044087
GO:0043254,regulates,GO:0006461
GO:0043254,is_a,GO:0051128
GO:0042730,is_a,GO:0030195
GO:0031644,regulates,GO:0050877
GO:0031644,is_a,GO:0044057
GO:0099602,is_a,GO:0030545
GO:0099602,regulates,GO:0030594
GO:0099602,part_of,GO:0099601
GO:0052740,is_a,GO:0004620
GO:0052740,is_a,GO:0052689
GO:0031640,is_a,GO:0001906
GO:0031640,is_a,GO:0044364
GO:0098660,is_a,GO:0034220
GO:0005539,is_a,GO:0097367
GO:0016462,is_a,GO:0016818
GO:0043227,is_a,GO:0043226
GO:0005248,is_a,GO:1905030
GO:0005248,is_a,GO:0005272
GO:0044283,is_a,GO:0009058
GO:0044283,is_a,GO:0044281
GO:0005246,regulates,GO:0005262
GO:0005246,is_a,GO:0099106
GO:0005244,part_of,GO:0034765
GO:0005244,is_a,GO:0005216
GO:0005244,is_a,GO:0022832
GO:0030308,negatively_regulates,GO:0016049
GO:0030308,is_a,GO:0001558
GO:0030308,is_a,GO:0045926
GO:0030308,is_a,GO:0048523
GO:0006869,part_of,GO:0010876
GO:0006869,is_a,GO:0071702
GO:0016311,is_a,GO:0006796
GO:0016310,is_a,GO:0006796
GO:0050801,is_a,GO:0048878
GO:0090729,part_of,GO:0009405
GO:0090729,is_a,GO:0003674
GO:0044248,is_a,GO:0009056
GO:0044248,is_a,GO:0044237
GO:0006940,regulates,GO:0006939
GO:0006940,is_a,GO:0006937
GO:0034641,is_a,GO:0006807
GO:0034641,is_a,GO:0044237
GO:0023052,is_a,GO:0008150
GO:0010648,negatively_regulates,GO:0007154
GO:0010648,is_a,GO:0010646
GO:0010648,is_a,GO:0048523
GO:0042221,is_a,GO:0050896
GO:0043083,is_a,GO:0044456
GO:0043083,part_of,GO:0045202
GO:0043083,is_a,GO:0005576
GO:0001664,is_a,GO:0005102
GO:0046068,is_a,GO:0009187
GO:0046068,is_a,GO:0009150
GO:0009653,is_a,GO:0032502
GO:0009653,part_of,GO:0048856
GO:0043086,negatively_regulates,GO:0003824
GO:0043086,is_a,GO:0050790
GO:0043086,is_a,GO:0044092
GO:0043085,positively_regulates,GO:0003824
GO:0043085,is_a,GO:0050790
GO:0043085,is_a,GO:0044093
GO:0044363,is_a,GO:0044561
GO:0044362,is_a,GO:0044359
GO:0044362,is_a,GO:0044092
GO:0044361,is_a,GO:0044362
GO:0044361,is_a,GO:0044360
GO:0044360,is_a,GO:0044363
GO:0047498,is_a,GO:0004623
GO:0044365,is_a,GO:0044468
GO:0051917,is_a,GO:0030193
GO:0051917,regulates,GO:0042730
GO:0072509,is_a,GO:0022890
GO:0072509,part_of,GO:0072511
GO:0044456,is_a,GO:0005575
GO:0044456,part_of,GO:0045202
GO:0022610,is_a,GO:0008150
GO:0060422,is_a,GO:0030414
GO:0030826,is_a,GO:0030802
GO:0030826,is_a,GO:0030823
GO:0030826,regulates,GO:0006182
GO:0030826,is_a,GO:1900371
GO:0019079,part_of,GO:0019058
GO:0019079,is_a,GO:0016032
GO:0002831,regulates,GO:0009607
GO:0002831,is_a,GO:0048583
GO:0046165,is_a,GO:0006066
GO:0046165,is_a,GO:1901617
GO:0046165,is_a,GO:0044283
GO:0052689,is_a,GO:0016788
GO:0034062,is_a,GO:0097747
GO:0090331,is_a,GO:0090330
GO:0090331,is_a,GO:0010544
GO:0090331,negatively_regulates,GO:0070527
GO:0090331,is_a,GO:0034111
GO:0003968,is_a,GO:0034062
GO:0003968,part_of,GO:0001172
GO:0030414,negatively_regulates,GO:0008233
GO:0030414,part_of,GO:0010466
GO:0030414,is_a,GO:0004857
GO:0030414,is_a,GO:0061134
GO:0001897,is_a,GO:0001907
GO:0001897,is_a,GO:0051801
GO:0052331,part_of,GO:0044403
GO:0052331,is_a,GO:0044179
GO:0052331,is_a,GO:0051801
GO:0046717,is_a,GO:0046903
GO:0035529,is_a,GO:0004551
GO:0008201,is_a,GO:0005539
GO:0008201,is_a,GO:1901681
GO:0008201,is_a,GO:0043168
GO:0008202,is_a,GO:0006629
GO:0008202,is_a,GO:1901360
GO:0008203,is_a,GO:1902652
GO:0008203,is_a,GO:0016125
GO:0032269,negatively_regulates,GO:0044267
GO:0032269,is_a,GO:0051248
GO:0032269,is_a,GO:0031324
GO:0032269,is_a,GO:0032268
GO:0032268,regulates,GO:0044267
GO:0032268,is_a,GO:0031323
GO:0032268,is_a,GO:0051246
GO:0001716,is_a,GO:0016641
GO:0009725,is_a,GO:0009719
GO:0009725,is_a,GO:0010033
GO:0051098,is_a,GO:0065009
GO:0051098,regulates,GO:0005488
GO:1901292,is_a,GO:0034655
GO:1901292,is_a,GO:0006753
GO:1901292,is_a,GO:0046434
GO:0005991,is_a,GO:0005984
GO:0043170,is_a,GO:0071704
GO:0070265,is_a,GO:0008219
GO:1900120,regulates,GO:0005102
GO:1900120,is_a,GO:0043393
GO:0042802,is_a,GO:0005515
GO:0045862,positively_regulates,GO:0006508
GO:0045862,is_a,GO:0030162
GO:0045862,is_a,GO:0032270
GO:0045861,negatively_regulates,GO:0006508
GO:0045861,is_a,GO:0032269
GO:0045861,is_a,GO:0030162
GO:0042803,is_a,GO:0046983
GO:0042803,is_a,GO:0042802
GO:0031859,is_a,GO:0001664
GO:0015927,is_a,GO:0004553
GO:0038024,part_of,GO:0006898
GO:0038024,is_a,GO:0004872
GO:0038023,part_of,GO:0007165
GO:0038023,is_a,GO:0004871
GO:0038023,is_a,GO:0004872
GO:0019207,part_of,GO:0042325
GO:0019207,is_a,GO:0030234
GO:0019207,regulates,GO:0016301
GO:0031328,is_a,GO:0031326
GO:0031328,is_a,GO:0031325
GO:0031328,is_a,GO:0009891
GO:0031328,positively_regulates,GO:0044249
GO:0031326,is_a,GO:0009889
GO:0031326,regulates,GO:0044249
GO:0031326,is_a,GO:0031323
GO:0031325,is_a,GO:0031323
GO:0031325,is_a,GO:0009893
GO:0031325,positively_regulates,GO:0044237
GO:0031325,is_a,GO:0048522
GO:0031324,is_a,GO:0009892
GO:0031324,is_a,GO:0031323
GO:0031324,negatively_regulates,GO:0044237
GO:0031324,is_a,GO:0048523
GO:0031323,regulates,GO:0044237
GO:0031323,is_a,GO:0019222
GO:0031323,is_a,GO:0050794
GO:0044179,is_a,GO:0051715
GO:0009719,is_a,GO:0050896
GO:0090304,is_a,GO:0006139
GO:0090304,is_a,GO:0043170
GO:0090305,is_a,GO:0090304
GO:0032501,is_a,GO:0008150
GO:0036094,is_a,GO:0005488
GO:0004872,is_a,GO:0060089
GO:0004871,is_a,GO:0003674
GO:0004871,part_of,GO:0007165
GO:0090303,is_a,GO:0061041
GO:0090303,positively_regulates,GO:0042060
GO:0090303,is_a,GO:1903036
GO:0044236,is_a,GO:0032501
GO:0044236,is_a,GO:0008152
GO:0098754,part_of,GO:0009636
GO:0098754,is_a,GO:0008150
GO:0050662,is_a,GO:0048037
GO:0035893,is_a,GO:0090331
GO:0035893,is_a,GO:0035899
GO:0035893,is_a,GO:0035892
GO:0035892,is_a,GO:0090330
GO:0035892,is_a,GO:0035806
GO:0035892,is_a,GO:0044364
GO:0035895,is_a,GO:0043304
GO:0035895,is_a,GO:0035821
GO:0040007,is_a,GO:0008150
GO:0071822,is_a,GO:0043933
GO:0035896,is_a,GO:0035895
GO:0035896,is_a,GO:0043306
GO:0035899,is_a,GO:0035806
GO:0035899,is_a,GO:0030195
GO:0040008,regulates,GO:0040007
GO:0040008,is_a,GO:0050789
GO:0004104,is_a,GO:0052689
GO:0032844,regulates,GO:0042592
GO:0032844,is_a,GO:0065008
GO:0032844,is_a,GO:0050789
GO:0051899,is_a,GO:0042391
GO:0010469,is_a,GO:0009966
GO:0010469,is_a,GO:0065009
GO:0010469,regulates,GO:0004872
GO:0005179,is_a,GO:0005102
GO:0005272,part_of,GO:0035725
GO:0005272,is_a,GO:0005261
GO:0005272,is_a,GO:0015081
GO:0016818,is_a,GO:0016817
GO:0031334,is_a,GO:0051130
GO:0031334,is_a,GO:0043254
GO:0031334,positively_regulates,GO:0006461
GO:0031334,is_a,GO:0044089
GO:0005172,is_a,GO:0005126
GO:0005172,is_a,GO:0070851
GO:0009395,is_a,GO:0006644
GO:0009395,is_a,GO:0044242
GO:0009395,is_a,GO:0046434
GO:0002448,is_a,GO:0002444
GO:2000651,is_a,GO:0032414
GO:2000651,is_a,GO:1902307
GO:2000651,positively_regulates,GO:0015081
GO:2000651,is_a,GO:2000649
GO:0005886,is_a,GO:0044464
GO:0005886,is_a,GO:0016020
GO:0005886,part_of,GO:0071944
GO:0007155,is_a,GO:0022610
GO:0007154,is_a,GO:0009987
GO:0002443,is_a,GO:0002252
GO:0002444,is_a,GO:0002443
GO:0050482,is_a,GO:0032309
GO:0050482,is_a,GO:1903963
GO:0030825,is_a,GO:0030823
GO:0030825,positively_regulates,GO:0046068
GO:0030825,is_a,GO:0030801
GO:0030825,is_a,GO:1900544
GO:1900542,regulates,GO:0006163
GO:1900542,is_a,GO:0006140
GO:0030823,is_a,GO:0030799
GO:0030823,regulates,GO:0046068
GO:0030823,is_a,GO:1900542
GO:1900544,positively_regulates,GO:0006163
GO:1900544,is_a,GO:1900542
GO:1900544,is_a,GO:0045981
GO:0070851,is_a,GO:0005102
GO:0045777,is_a,GO:0008217
GO:0045776,is_a,GO:0008217
GO:0030828,is_a,GO:0030804
GO:0030828,is_a,GO:0030825
GO:0030828,positively_regulates,GO:0006182
GO:0030828,is_a,GO:1900373
GO:0030828,is_a,GO:0030826
GO:0044087,regulates,GO:0044085
GO:0044087,is_a,GO:0050789
GO:0044085,is_a,GO:0071840
GO:0016032,is_a,GO:0044403
GO:0005976,is_a,GO:0005975
GO:0005976,is_a,GO:0043170
GO:0048037,is_a,GO:0005488
GO:0001933,negatively_regulates,GO:0006468
GO:0001933,is_a,GO:0042326
GO:0001933,is_a,GO:0031400
GO:0001933,is_a,GO:0001932
GO:0001936,regulates,GO:0001935
GO:0001936,is_a,GO:0050678
GO:0044249,is_a,GO:0009058
GO:0044249,is_a,GO:0044237
GO:0070527,is_a,GO:0034109
GO:0070527,part_of,GO:0030168
GO:0044089,is_a,GO:0048518
GO:0044089,is_a,GO:0044087
GO:0044089,positively_regulates,GO:0044085
